"Number of Crimes by Hour of Day by Location"
"Current date: 8/28/2022 10:31:10 PM (Eastern Daylight Time)"
"Measures: Number of Crimes"
"Data source: Massachusetts_SS, Offense Data"
"Jurisdiction by Geography: Worcester County"
"Incident Date: 2020"
"Incident Hour of Day","6:00pm-8:59pm","9:00pm-11:59pm","12:00am-2:59am","3:00am-5:59am","6:00am-8:59am","9:00am-11:59am","12:00n-2:59pm","3:00pm-5:59pm",
"Location Type"
"All Location Types","3,999","2,609","1,767","862","2,637","5,965","6,204","5,592"
"Residence/Home","1,905","1,418","840","453","1,228","2,754","2,862","2,657"
"Commercial","865","447","349","157","437","1,035","1,248","1,205"
"Air/Bus/Train Terminal","8","1","2","","6","13","7","5"
"Bank/Savings and Loan","30","5","6","4","18","79","76","80"
"Bar/Nightclub","21","18","27","","5","15","10","13"
"Commercial/Office Building","106","46","37","23","95","255","251","181"
"Convenience Store","71","59","58","42","51","88","97","63"
"Department/Discount Store","196","51","9","1","35","158","278","301"
"Drug Store/Doctor’s Office/Hospital","93","70","40","22","47","74","92","119"
"Grocery/Supermarket","64","22","6","3","14","60","85","114"
"Hotel/Motel/Etc.","46","51","78","26","34","59","55","36"
"Liquor Store","31","18","1","2","7","10","14","27"
"Rental Storage Facility","1","1","","","4","13","5","13"
"Restaurant","96","54","32","15","45","46","91","68"
"Service/Gas Station","45","29","32","17","33","44","62","48"
"Specialty Store","49","19","15","2","31","82","97","105"
"ATM Separate from Bank","2","1","","","4","6","6","11"
"Auto Dealership New/Used","5","","6","","8","31","22","18"
"Gambling Facility/Casino/Race Track","","","","","","1","","1"
"Shopping Mall","1","2","","","","1","","2"
"Educational Facility","38","16","14","7","37","110","91","66"
"School/College(Historical Only)","3","","1","","5","7","5","3"
"Daycare Facility","","","","","1","1","1","2"
"School – College/University","17","6","7","6","8","37","26","20"
"School – Elementary/Secondary","18","10","6","1","23","65","59","41"
"Government/Public Building and other","140","85","51","22","105","292","267","219"
"Church/Synagogue/Temple/Mosque","14","7","5","","10","19","22","15"
"Government/Public Building","85","51","19","16","75","221","213","176"
"Jail/Prison/Penitentiary/Corrections Facility","2","","6","","2","5","5","2"
"Amusement Park","","","","","","","",""
"Arena/Stadium/Fairgrounds/Coliseum","","2","","","3","2","","1"
"Military Installation","","","","","","","","1"
"Park/Playground","24","11","14","1","3","25","17","20"
"Shelter – Mission/Homeless","13","13","7","1","11","11","8","3"
"Tribal Lands","","","","","","","",""
"Community Center","2","1","","4","1","9","2","1"
"Road/Parking/Camps","720","489","396","181","447","725","749","726"
"Highway/Road/Alley/Street/Sidewalk","560","392","343","138","317","503","531","537"
"Parking/Drop Lot/Garage","110","91","48","40","113","186","182","164"
"Rest Area","1","","","","","","",""
"Field/Woods/Waterways/Camps","49","6","5","3","17","36","36","25"
"Field/Woods","38","6","5","","15","32","30","23"
"Lake/Waterway/Beach","9","","","1","2","4","4","2"
"Camp/Campground","1","","","2","","","2",""
"Dock/Wharf/Freight/Modal Terminal","1","","","","","","",""
"Construction/Industrial/Farm","3","2","6","3","39","36","15","15"
"Construction Site","1","2","6","3","32","30","9","10"
"Farm Facility","2","","","","","3","1","1"
"Industrial Site","","","","","7","3","5","4"
"Cyberspace","58","16","6","3","62","233","246","156"
"Abandoned/Condemned Structure","1","","5","","2","6","10","4"
"Other/Unknown","269","136","100","36","280","774","716","544"
"Missing","","","","","","","",""
